title_supplier,artist,title_norm,author_norm,title_ref,author,author_norm_supplier,author_norm_ref,provider,file
Meu Mundo,Orochi,meu mundo,,MEU MUNDO,,orochi,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Reverse,Azzy,reverse,,REVERSE,,azzy,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sereia,Orochi,sereia,,SEREIA,T-316.183.205-5,orochi,t-316.183.205-5,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sereia,Orochi,sereia,,SEREIA,T-324.241.294-4,orochi,t-324.241.294-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Tanto Faz,Orochi,tanto faz,,TANTO FAZ,,orochi,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Agô,Majur,ago,,AGÔ,,majur,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Mob,Fenda,mob,,MOB,T-321.926.585-3,fenda,t-321.926.585-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Colombina,Ed Motta,colombina,,COLOMBINA,T-932.738.152-2,ed motta,t-932.738.152-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Fora Da Lei,Ed Motta,fora da lei,,FORA DA LEI,T-931.477.257-1,ed motta,t-931.477.257-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Fora Da Lei,Ed Motta,fora da lei,,FORA DA LEI,T-324.241.341-4,ed motta,t-324.241.341-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Deja Vu,Day,deja vu,,DÉJÀ VU,T-308.187.765-4,day,t-308.187.765-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Máscara,Day,mascara,,MÁSCARA,,day,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Teto De Vidro,Day,teto de vidro,,TETO DE VIDRO,T-321.537.364-7,day,t-321.537.364-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Confesso,Ana Gabriela,confesso,,CONFESSO,T-324.068.646-4,ana gabriela,t-324.068.646-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Tudo E Mais Um Pouco,Ana Gabriela,tudo e mais um pouco,,TUDO E MAIS UM POUCO,T-040.427.533-7,ana gabriela,t-040.427.533-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Estações,Haikaiss,estacoes,,ESTACOES,T-307.587.838-1,haikaiss,t-307.587.838-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Estações,Haikaiss,estacoes,,ESTAÇÕES,T-332.348.889-3,haikaiss,t-332.348.889-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Gangorra,Haikaiss,gangorra,,GANGORRA,T-040.511.906-3,haikaiss,t-040.511.906-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Gangorra,Haikaiss,gangorra,,GANGORRA,,haikaiss,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Ninguém Ama Os Náufragos,Haikaiss,ninguem ama os naufragos,,NINGUÉM AMA OS NÁUFRAGOS,T-311.596.058-8,haikaiss,t-311.596.058-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Delírio,Roberta Sá,delirio,,DELIRIO,T-301.566.979-7,roberta sa,t-301.566.979-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Temporal,Marina Sena,temporal,,TEMPORAL,T-307.003.180-6,marina sena,t-307.003.180-6,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Me Chama,"Leo Gandelman,Lobão",me chama,,ME CHAMA,T-311.953.645-3,"leo gandelman,lobao",t-311.953.645-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Eu Sei,Gabriel Elias,eu sei,,EU SEI,T-323.310.474-6,gabriel elias,t-323.310.474-6,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Vamos Fugir,Gabriel Elias,vamos fugir,,VAMOS FUGIR,T-305.415.581-2,gabriel elias,t-305.415.581-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Welcome,Yoùn,welcome,,WELCOME,,youn,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Visceral,Fran,visceral,,VISCERAL,,fran,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Camomila,Kell Smith,camomila,,CAMOMILA,T-322.010.798-8,kell smith,t-322.010.798-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Carolina,Rodrigo Lampreia,carolina,,CAROLINA,,rodrigo lampreia,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Felicidade,Rodrigo Lampreia,felicidade,,FELICIDADE,,rodrigo lampreia,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Penumbra,Djonga,penumbra,,PENUMBRA,T-040.011.904-1,djonga,t-040.011.904-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Tentação,Drik Barbosa,tentacao,,TENTAÇÃO,T-322.163.164-3,drik barbosa,t-322.163.164-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Te Amo,Morenna,te amo,,TE AMO,,morenna,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Oi,Sd9,oi,,OI,,sd9,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Miragem,Karinah,miragem,,MIRAGEM,T-305.619.017-7,karinah,t-305.619.017-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Miragem,Karinah,miragem,,MIRAGEM,,karinah,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Se Joga,Lary,se joga,,SE JOGA,T-931.480.187-1,lary,t-931.480.187-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Fica,Lukinhas,fica,,FICA,,lukinhas,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sinais,Lukinhas,sinais,,SINAIS,T-039.662.232-4,lukinhas,t-039.662.232-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Talvez,Lukinhas,talvez,,TALVEZ,T-039.758.808-7,lukinhas,t-039.758.808-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Talvez,Lukinhas,talvez,,TALVEZ,T-040.081.810-1,lukinhas,t-040.081.810-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Utopia,Lukinhas,utopia,,UTOPIA,T-040.522.248-1,lukinhas,t-040.522.248-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Utopia,Lukinhas,utopia,,UTOPIA,T-329.283.611-0,lukinhas,t-329.283.611-0,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Salve,Tasha & Tracie,salve,,SALVE,T-040.396.795-2,tasha & tracie,t-040.396.795-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Salve,Tasha & Tracie,salve,,SALVE,,tasha & tracie,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Salve,Tasha & Tracie,salve,,SALVE,T-316.303.285-3,tasha & tracie,t-316.303.285-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Morena,Vitor Kley,morena,,MORENA,,vitor kley,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Morena,Vitor Kley,morena,,MORENA,T-312.550.698-7,vitor kley,t-312.550.698-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Eu Te Avisei,Mc Cabelinho,eu te avisei,,EU TE AVISEI,,mc cabelinho,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Agora,Antonia Morais,agora,,AGORA,T-040.285.611-4,antonia morais,t-040.285.611-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Armadilha,Juliana Linhares,armadilha,,ARMADILHA,,juliana linhares,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Se,Dani Black,se,,SE,T-306.925.949-6,dani black,t-306.925.949-6,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Mais Uma Vez,"Jota Quest,Maria Gadú",mais uma vez,,MAIS UMA VEZ,T-330.191.320-8,"jota quest,maria gadu",t-330.191.320-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Carcará,Otto,carcara,,CARCARA,T-040.347.911-7,otto,t-040.347.911-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Carcará,Otto,carcara,,CARCARÁ,T-308.468.519-4,otto,t-308.468.519-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Linha De Frente,Cpm 22,linha de frente,,LINHA DE FRENTE,T-308.636.270-7,cpm 22,t-308.636.270-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Namora Comigo,Moska,namora comigo,,NAMORA COMIGO,T-317.623.017-0,moska,t-317.623.017-0,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Trevo,Anavitória,trevo,,TREVO,T-335.572.092-8,anavitoria,t-335.572.092-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Jovem,Julio Secchin,jovem,,JOVEM,T-333.655.332-9,julio secchin,t-333.655.332-9,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sol,Bebé Salvego,sol,,SOL,,bebe salvego,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Caos,Titãs,caos,,CAOS,T-039.593.535-9,titas,t-039.593.535-9,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Caos,Titãs,caos,,CAOS,T-322.966.870-2,titas,t-322.966.870-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Caos,Titãs,caos,,CAOS,T-335.571.856-4,titas,t-335.571.856-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Vôo,Lucy Alves,voo,,VOO,T-301.721.471-6,lucy alves,t-301.721.471-6,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Desafio,Tom Zé,desafio,,DESAFIO,T-040.453.293-9,tom ze,t-040.453.293-9,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Desafio,Tom Zé,desafio,,DESAFIO,T-312.554.786-2,tom ze,t-312.554.786-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Vencedor,Calcinha Preta,vencedor,,VENCEDOR,T-313.263.562-8,calcinha preta,t-313.263.562-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sugar,Maroon 5,sugar,,SUGAR,T-039.948.077-3,maroon 5,t-039.948.077-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Manifesto,Rita Dias,manifesto,,MANIFESTO,T-040.226.898-7,rita dias,t-040.226.898-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Essa É Pra Você,Arthur Espindola,essa e pra voce,,ESSA É PRA VOCE,T-040.048.737-7,arthur espindola,t-040.048.737-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Vermelho,Chico Da Silva,vermelho,,VERMELHO,T-313.315.106-7,chico da silva,t-313.315.106-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Modern Love,David Bowie,modern love,,MODERN LOVE,T-306.926.955-8,david bowie,t-306.926.955-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Modern Love,David Bowie,modern love,,MODERN LOVE,T-040.081.807-6,david bowie,t-040.081.807-6,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sebastiana,Luiz Gonzaga,sebastiana,,SEBASTIANA,,luiz gonzaga,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Chega,"Duda Beat,Jaloo,Mateus Carrilho",chega,,CHÊGA,T-312.562.445-1,"duda beat,jaloo,mateus carrilho",t-312.562.445-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sugar,Robin Schulz,sugar,,SUGAR,T-039.948.077-3,robin schulz,t-039.948.077-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Imortal,Ana Carolina Raimundi,imortal,,IMORTAL,T-307.118.165-8,ana carolina raimundi,t-307.118.165-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Revoada,Quinteto Armorial,revoada,,REVOADA,T-306.358.236-1,quinteto armorial,t-306.358.236-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Quem É Essa Menina De Vermelho,Gloria Groove,quem e essa menina de vermelho,,QUEM É ESSA MENINA DE VERMELHO,,gloria groove,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Poeira,Pena Branca E Xavantinho,poeira,,POEIRA,T-039.268.869-5,pena branca e xavantinho,t-039.268.869-5,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Poeira,Pena Branca E Xavantinho,poeira,,POEIRA,T-306.792.999-7,pena branca e xavantinho,t-306.792.999-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Girassol,Fábio Porchat,girassol,,GIRASSOL,T-335.572.256-0,fabio porchat,t-335.572.256-0,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Ano Novo,Chico Buarque,ano novo,,ANO NOVO,T-040.160.951-5,chico buarque,t-040.160.951-5,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Fim De Ano,Turminha Do Tio Marcelo (Marcelo Serralva),fim de ano,,FIM DE ANO,T-322.186.020-0,turminha do tio marcelo (marcelo serralva),t-322.186.020-0,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sebastiana,Pitanguinhas,sebastiana,,SEBASTIANA,,pitanguinhas,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Vermelho,Gloria Groove,vermelho,,VERMELHO,T-313.315.106-7,gloria groove,t-313.315.106-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Leve,Mahmundi,leve,,LEVE,T-315.958.048-6,mahmundi,t-315.958.048-6,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Leve,Mahmundi,leve,,LEVE,,mahmundi,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Leve,Mahmundi,leve,,LEVE,T-335.482.970-8,mahmundi,t-335.482.970-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Malvada,Zé Felipe,malvada,,MALVADA,T-303.019.880-8,ze felipe,t-303.019.880-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Malvada,Zé Felipe,malvada,,MALVADA,,ze felipe,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Mulheres,Martinho Da Vila,mulheres,,MULHERES,T-330.488.001-7,martinho da vila,t-330.488.001-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Vida Loka,Racionais Mc's,vida loka,,VIDA LOKA,T-304.714.866-9,racionais mc's,t-304.714.866-9,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Beijinho No Ombro,"Marcus Majella,Valesca Popozuda",beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,"marcus majella,valesca popozuda",t-311.569.064-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Banho De Espuma,Rita Lee,banho de espuma,,BANHO DE ESPUMA,T-311.604.310-4,rita lee,t-311.604.310-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Tubarão,"Fabiano Krieger,Lucas Marcier",tubarao,,TUBARÃO,,"fabiano krieger,lucas marcier",,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Chocolate,Tim Maia,chocolate,,CHOCOLATE,T-322.528.891-1,tim maia,t-322.528.891-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Tatuagem,Mastruz Com Leite,tatuagem,,TATUAGEM,,mastruz com leite,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Beijinho No Ombro,Valesca Popozuda,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,valesca popozuda,t-311.569.064-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Tudo Ok,"Js Mão De Ouro,Mila,Thiaguinho Mt",tudo ok,,TUDO OK,T-040.059.792-3,"js mao de ouro,mila,thiaguinho mt",t-040.059.792-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Barbie,Rebecca,barbie,,BARBIE,T-321.330.288-2,rebecca,t-321.330.288-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Balança,"Fp Do Trem Bala,Pedro Sampaio,Wc No Beat",balanca,,BALANÇA,T-306.855.597-1,"fp do trem bala,pedro sampaio,wc no beat",t-306.855.597-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Balança,"Fp Do Trem Bala,Pedro Sampaio,Wc No Beat",balanca,,BALANÇA,T-321.980.610-3,"fp do trem bala,pedro sampaio,wc no beat",t-321.980.610-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Amanhã,"Reginaldo Rossi,Roberta Miranda",amanha,,AMANHÃ,T-307.004.953-1,"reginaldo rossi,roberta miranda",t-307.004.953-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Era Uma Vez,Sandy & Junior,era uma vez,,ERA UMA VEZ,,sandy & junior,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Domingo,Tatá Werneck,domingo,,DOMINGO,T-307.003.485-0,tata werneck,t-307.003.485-0,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Domingo,Tatá Werneck,domingo,,DOMINGO,T-301.991.455-3,tata werneck,t-301.991.455-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Xerecard,Mc Danny,xerecard,,XERECARD,T-305.213.989-2,mc danny,t-305.213.989-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Felicidade,Fábio Jr.,felicidade,,FELICIDADE,,fabio jr.,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Baile De Favela,Mc João,baile de favela,,BAILE DE FAVELA,T-303.383.693-6,mc joao,t-303.383.693-6,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sigilinho,"Os Barões Da Pisadinha,Psirico",sigilinho,,SIGILINHO,,"os baroes da pisadinha,psirico",,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Verdade,Elenco Tô De Graça,verdade,,VERDADE,T-302.003.913-4,elenco to de graca,t-302.003.913-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Fora Da Lei,"Belo,Thiago Pantaleão",fora da lei,,FORA DA LEI,T-931.477.257-1,"belo,thiago pantaleao",t-931.477.257-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Fora Da Lei,"Belo,Thiago Pantaleão",fora da lei,,FORA DA LEI,T-324.241.341-4,"belo,thiago pantaleao",t-324.241.341-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Tatuagem,"Caetano Veloso,Chico Buarque",tatuagem,,TATUAGEM,,"caetano veloso,chico buarque",,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Beijinho No Ombro,"Dulce Maria,Mariana Ximenes,Valesca Popozuda,Samantha Schmütz,Marcus Majella",beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,"dulce maria,mariana ximenes,valesca popozuda,samantha schmutz,marcus majella",t-311.569.064-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Cinderela,Mc Guimê,cinderela,,CINDERELA,T-039.134.790-2,mc guime,t-039.134.790-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Cinderela,Mc Guimê,cinderela,,CINDERELA,T-040.453.901-0,mc guime,t-040.453.901-0,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Fogo,"Lexa,Mc Guimê",fogo,,FOGO,T-323.310.361-8,"lexa,mc guime",t-323.310.361-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Brisa,Iza,brisa,,BRISA,T-315.799.145-8,iza,t-315.799.145-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Brisa,Iza,brisa,,BRISA,T-316.180.981-6,iza,t-316.180.981-6,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Brisa,Iza,brisa,,BRISA,T-326.766.166-1,iza,t-326.766.166-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Amigo,"Elenco Família Paraíso,Roberto Carlos",amigo,,AMIGO,,"elenco familia paraiso,roberto carlos",,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Oração,Mumuzinho,oracao,,ORACAO,T-040.521.423-4,mumuzinho,t-040.521.423-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sou Eu,Ludmilla,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Bigode Grosso,Mc Marcelly,bigode grosso,,BIGODE GROSSO,T-040.000.440-1,mc marcelly,t-040.000.440-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Abençoado,Filipe Ret,abencoado,,ABENÇOADO,T-317.707.397-7,filipe ret,t-317.707.397-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Ilusão,Filipe Ret,ilusao,,ILUSAO,T-040.011.902-9,filipe ret,t-040.011.902-9,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Ilusão,Filipe Ret,ilusao,,ILUSÃO,,filipe ret,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Maria,Ricky Martin,maria,,MARIA,T-307.006.304-2,ricky martin,t-307.006.304-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Maria,Ricky Martin,maria,,MARIA,T-311.953.638-4,ricky martin,t-311.953.638-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Malandramente,"Dennis Dj,Nandinho,Nego Bam",malandramente,,MALANDRAMENTE,T-308.115.009-2,"dennis dj,nandinho,nego bam",t-308.115.009-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Dois Amores,Vitor Kley,dois amores,,DOIS AMORES,T-040.076.544-7,vitor kley,t-040.076.544-7,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Farol,Vitor Kley,farol,,FAROL,T-303.390.205-1,vitor kley,t-303.390.205-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Farol,Vitor Kley,farol,,FAROL,T-311.699.420-4,vitor kley,t-311.699.420-4,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Farol,Vitor Kley,farol,,FAROL,T-312.562.012-0,vitor kley,t-312.562.012-0,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Farol,Vitor Kley,farol,,FAROL,,vitor kley,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Ponto De Paz,Vitor Kley,ponto de paz,,PONTO DE PAZ,T-302.003.849-3,vitor kley,t-302.003.849-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sem Querer,Ludmilla,sem querer,,SEM QUERER,T-321.926.364-2,ludmilla,t-321.926.364-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Sugar,City Of The Sun,sugar,,SUGAR,T-039.948.077-3,city of the sun,t-039.948.077-3,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Champion,Champion,champion,,CHAMPION,T-320.126.130-1,champion,t-320.126.130-1,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Grave,Nono,grave,,GRAVE,,nono,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Instrumental,Jose´ Gonza´lez,instrumental,,INSTRUMENTAL,T-039.312.261-6,jose  gonza lez,t-039.312.261-6,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Instrumental,Jose´ Gonza´lez,instrumental,,INSTRUMENTAL,,jose  gonza lez,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Intro,Sea Wolf,intro,,INTRO,T-301.569.273-2,sea wolf,t-301.569.273-2,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Intro,Sea Wolf,intro,,INTRO,T-304.306.407-5,sea wolf,t-304.306.407-5,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Intro,Sea Wolf,intro,,INTRO,T-309.423.419-8,sea wolf,t-309.423.419-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Intro,Sea Wolf,intro,,INTRO,T-311.595.435-9,sea wolf,t-311.595.435-9,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Intro,Sea Wolf,intro,,INTRO,,sea wolf,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Intro,Sea Wolf,intro,,INTRO,T-317.818.173-8,sea wolf,t-317.818.173-8,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
Restless,New Order,restless,,RESTLESS,,new order,,Clipes Unificados_nov Dez 2023,Clipes Unificados_nov Dez 2023.xlsx
